Decile Change 2014 to 2015 for State & State Integrated Schools,,,,,,,,,,,,
,,,,,,,,,,,,
Inst #,School Name,Final 2015 Decile,"Final 2015 
Step","July 2014 Funding roll
Years 9+","July 2014 Funding roll
Total ",School Type,Authority,Territorial Local Authority,Regional Council,Ministry of Education Local Office,General Electorate,Māori Electorate
1102,Te Kura o Hata Maria (Pawarenga),1,A,0,35,Full Primary,State: Integrated,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
1100,Te Kura o Hato Hohepa Te Kamura,1,A,0,18,Full Primary,State: Integrated,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
497,Te Kura o Hirangi,1,A,35,148,Composite (Year 1-15),State,Taupo District,Waikato Region,Rotorua,Taupo,Waiariki
2384,Te Kura o Kokohuia,1,B,19,55,Composite (Year 1-15),State,Wanganui District,Manawatu-Wanganui Region,Whanganui,Whanganui,Te Tai Hauauru
1815,Te Kura o Matapihi,3,G,0,109,Contributing,State,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty,Waiariki
589,Te Kura o Nga Ruahine Rangi,2,E,5,20,Composite (Year 1-15),State,South Taranaki District,Taranaki Region,Whanganui,Whanganui,Te Tai Hauauru
1859,Te Kura o Omaio,1,A,0,22,Full Primary,State,Opotiki District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
1069,Te Kura o Otangarei,1,A,0,84,Full Primary,State,Whangarei District,Northland Region,Whangarei,Whangarei,Te Tai Tokerau
2637,Te Kura o Pakipaki,1,B,0,47,Full Primary,State,Hastings District,Hawkes Bay Region,Napier,Tukituki,Ikaroa-Rawhiti
2436,Te Kura o Ratana,2,F,0,28,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Whanganui,Rangitikei,Te Tai Hauauru
1971,Te Kura o Tahaaroa,5,M,0,32,Full Primary,State,Waitomo District,Waikato Region,Hamilton,Taranaki-King Country,Te Tai Hauauru
1811,Te Kura o Te Moutere O Matakana,2,F,0,31,Full Primary,State,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Bay of Plenty,Waiariki
1888,Te Kura o Te Paroa,2,E,0,249,Full Primary,State,Whakatane District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
2023,Te Kura o Te Teko,1,A,0,156,Full Primary,State,Whakatane District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
2081,Te Kura o Te Whakarewarewa,2,D,0,67,Full Primary,State,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
1645,Te Kura o Torere,2,D,0,28,Full Primary,State,Opotiki District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
2047,Te Kura o Waharoa,1,C,0,51,Contributing,State,Matamata-Piako District,Waikato Region,Hamilton,Waikato,Hauraki-Waikato
1666,Te Kura o Waikare,1,A,0,51,Full Primary,State,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
1678,Te Kura o Waikaremoana,1,B,0,32,Full Primary,State,Wairoa District,Hawkes Bay Region,Napier,Napier,Waiariki
2068,Te Kura o Waitahanui,2,E,0,22,Contributing,State,Taupo District,Waikato Region,Rotorua,Taupo,Waiariki
10,Te Kura Taumata o Panguru,1,C,19,49,Composite (Year 1-15),State,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
545,Te Kura Toitu o Te Whaiti-nui-a-Toi,1,B,7,34,Composite (Year 1-15),State,Whakatane District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
3101,Te Kura-a-iwi o Whakatupuranga Rua Mano,3,H,43,145,Composite (Year 1-15),State,Kapiti Coast District,Wellington Region,Wellington,Otaki,Te Tai Hauauru
1676,Te Mahia School,1,B,0,54,Full Primary,State,Wairoa District,Hawkes Bay Region,Napier,Napier,Ikaroa-Rawhiti
2009,Te Mahoe School,1,A,0,39,Full Primary,State,Whakatane District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
2697,Te Mata School (Havelock North),10,Z,0,580,Contributing,State,Hastings District,Hawkes Bay Region,Napier,Tukituki,Ikaroa-Rawhiti
2010,Te Mata School (Raglan),6,N,0,81,Full Primary,State,Waikato District,Waikato Region,Hamilton,Taranaki-King Country,Hauraki-Waikato
6741,Te Matauranga,1,B,0,466,Contributing,State,Auckland- Manurewa,Auckland Region,Auckland South,Manurewa,Tamaki Makaurau
2012,Te Miro School,10,Z,0,36,Full Primary,State,Waipa District,Waikato Region,Hamilton,Waikato,Hauraki-Waikato
3553,Te One School,7,O,0,59,Full Primary,State,Chatham Islands Territory,Chatham Is. County,Christchurch,Rongotai,Te Tai Tonga
2013,Te Pahu School,10,Z,0,114,Full Primary,State,Waipa District,Waikato Region,Hamilton,Taranaki-King Country,Hauraki-Waikato
1534,Te Papapa School,2,D,0,257,Contributing,State,Auckland- Maungakiekie-Tamaki,Auckland Region,Auckland South,Maungakiekie,Tamaki Makaurau
4145,Te Pi'ipi'inga Kakano Mai Rangiatea,3,H,4,68,Composite (Year 1-15),State,New Plymouth District,Taranaki Region,Whanganui,New Plymouth,Te Tai Hauauru
2698,Te Pohue School,2,D,0,37,Full Primary,State,Hastings District,Hawkes Bay Region,Napier,Napier,Ikaroa-Rawhiti
2014,Te Poi School,7,O,0,51,Contributing,State,Matamata-Piako District,Waikato Region,Hamilton,Waikato,Hauraki-Waikato
123,Te Puke High School,3,I,858,858,Secondary (Year 9-15),State,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
2015,Te Puke Intermediate,3,H,0,297,Intermediate,State,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
2016,Te Puke Primary School,2,F,0,299,Contributing,State,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
2017,Te Puna School,7,O,0,207,Full Primary,State,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Bay of Plenty,Waiariki
1912,Te Puru School,4,K,0,186,Full Primary,State,Thames-Coromandel District,Waikato Region,Hamilton,Coromandel,Hauraki-Waikato
1613,Te Ra School,8,P,0,157,Full Primary,State: Integrated,Kapiti Coast District,Wellington Region,Wellington,Mana,Te Tai Hauauru
2019,Te Ranga School,5,M,0,102,Full Primary,State,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
1147,Te Rangi Aniwaniwa,1,A,61,122,Composite (Year 1-15),State,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
2020,Te Rapa School,7,O,0,540,Full Primary,State,Hamilton City,Waikato Region,Hamilton,Hamilton West,Hauraki-Waikato
2021,Te Rerenga School,7,O,0,61,Full Primary,State,Thames-Coromandel District,Waikato Region,Hamilton,Coromandel,Hauraki-Waikato
4027,Te Tipua School,5,M,0,50,Full Primary,State,Southland District,Southland Region,Invercargill,Invercargill,Te Tai Tonga
577,Te Totara Primary School,10,Z,0,733,Contributing,State,Hamilton City,Waikato Region,Hamilton,Hamilton West,Hauraki-Waikato
2024,Te Uku School,5,M,0,154,Full Primary,State,Waikato District,Waikato Region,Hamilton,Taranaki-King Country,Hauraki-Waikato
550,Te Waha O Rerekohu Area School,1,B,33,87,Composite (Year 1-15),State,Gisborne District,Gisborne Region,Napier,East Coast,Ikaroa-Rawhiti
559,Te Wainui a Rua,3,G,0,24,Full Primary,State,Wanganui District,Manawatu-Wanganui Region,Whanganui,Whanganui,Te Tai Hauauru
2025,Te Waotu School,7,O,0,122,Full Primary,State,South Waikato District,Waikato Region,Hamilton,Taupo,Te Tai Hauauru
147,Te Whanau-A-Apanui Area School,1,B,49,89,Composite (Year 1-15),State,Opotiki District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
2701,Te Wharau School (Gisborne),2,D,0,434,Contributing,State,Gisborne District,Gisborne Region,Napier,East Coast,Ikaroa-Rawhiti
4217,Te Wharekura o Arowhenua,2,F,31,130,Composite (Year 1-15),State,Invercargill City,Southland Region,Invercargill,Invercargill,Te Tai Tonga
1798,Te Wharekura o Manaia,2,F,35,110,Composite (Year 1-15),State,Thames-Coromandel District,Waikato Region,Hamilton,Coromandel,Hauraki-Waikato
1865,Te Wharekura o Maniapoto,3,G,31,80,Composite (Year 1-15),State,Waitomo District,Waikato Region,Hamilton,Taranaki-King Country,Te Tai Hauauru
3113,Te Wharekura o Manurewa,2,D,22,22,Secondary (Year 9-15),State,Auckland- Manurewa,Auckland Region,Auckland South,Manurewa,Tamaki Makaurau
6962,Te Wharekura o Mauao,3,H,129,163,Secondary (Year 7-15),State,Tauranga City,Bay of Plenty Region,Rotorua,Tauranga,Waiariki
641,Te Wharekura o Nga Purapura o Te Aroha,3,I,2,34,Composite (Year 1-15),State,Waipa District,Waikato Region,Hamilton,Taranaki-King Country,Hauraki-Waikato
1917,Te Wharekura o Rakaumangamanga,1,C,107,350,Composite (Year 1-15),State,Waikato District,Waikato Region,Hamilton,Waikato,Hauraki-Waikato
221,Te Wharekura o Ruatoki,2,D,39,154,Composite (Year 1-15),State,Whakatane District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
567,Te Wharekura o Te Kaokaoroa o Patetere,2,E,41,213,Composite (Year 1-15),State,South Waikato District,Waikato Region,Hamilton,Taupo,Te Tai Hauauru
3115,Te Wharekura o Te Rau Aroha,2,D,36,116,Composite (Year 1-15),State,Matamata-Piako District,Waikato Region,Hamilton,Coromandel,Hauraki-Waikato
651,Te Whata Tau o Putauaki,1,C,0,97,Full Primary,State,Kawerau District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
3555,Templeton School,8,P,0,345,Full Primary,State,Christchurch City,Canterbury Region,Christchurch,Selwyn,Te Tai Tonga
2109,Temuka Primary School,5,M,0,238,Contributing,State,Timaru District,Canterbury Region,Christchurch,Rangitata,Te Tai Tonga
2466,Terrace End School,3,H,0,112,Contributing,State,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Palmerston North,Te Tai Hauauru
111,Thames High School,5,M,548,548,Secondary (Year 9-15),State,Thames-Coromandel District,Waikato Region,Hamilton,Coromandel,Hauraki-Waikato
2027,Thames South School,2,F,0,192,Full Primary,State,Thames-Coromandel District,Waikato Region,Hamilton,Coromandel,Hauraki-Waikato
394,The Catlins Area School,7,O,67,153,Composite (Year 1-15),State,Clutha District,Otago Region,Dunedin,Clutha-Southland,Te Tai Tonga
6947,The Gardens School,8,P,0,585,Full Primary,State,Auckland- Manurewa,Auckland Region,Auckland South,Papakura,Hauraki-Waikato
3844,The Terrace School (Alexandra),8,P,0,368,Full Primary,State,Central Otago District,Otago Region,Dunedin,Waitaki,Te Tai Tonga
2702,The Terrace School (Waipukurau),3,G,0,226,Full Primary,State,Central Hawke's Bay District,Hawkes Bay Region,Napier,Wairarapa,Ikaroa-Rawhiti
4028,Thornbury School,7,O,0,52,Contributing,State,Southland District,Southland Region,Invercargill,Invercargill,Te Tai Tonga
3040,Thorndon School,10,Z,0,288,Full Primary,State,Wellington City,Wellington Region,Wellington,Wellington Central,Te Tai Tonga
2028,Thornton School,7,O,0,100,Full Primary,State,Whakatane District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
3557,Thorrington School,10,Z,0,454,Contributing,State,Christchurch City,Canterbury Region,Christchurch,Port Hills,Te Tai Tonga
1535,Three Kings School,7,O,0,517,Contributing,State,Auckland- Puketapapa,Auckland Region,Auckland South,Mt Roskill,Tamaki Makaurau
1669,Tiaho Primary School,1,C,0,133,Contributing,State,Wairoa District,Hawkes Bay Region,Napier,Napier,Ikaroa-Rawhiti
14,Tikipunga High School,2,D,293,355,Secondary (Year 7-15),State,Whangarei District,Northland Region,Whangarei,Whangarei,Te Tai Tokerau
1113,Tikipunga Primary School,1,C,0,171,Contributing,State,Whangarei District,Northland Region,Whangarei,Whangarei,Te Tai Tokerau
2703,Tikitiki School,1,A,0,13,Full Primary,State,Gisborne District,Gisborne Region,Napier,East Coast,Ikaroa-Rawhiti
2704,Tikokino School,6,N,0,42,Full Primary,State,Central Hawke's Bay District,Hawkes Bay Region,Napier,Tukituki,Ikaroa-Rawhiti
2251,Tikorangi School,4,K,0,154,Contributing,State,New Plymouth District,Taranaki Region,Whanganui,Taranaki-King Country,Te Tai Hauauru
360,Timaru Boys' High School,7,O,632,632,Secondary (Year 9-15),State,Timaru District,Canterbury Region,Christchurch,Rangitata,Te Tai Tonga
1611,Timaru Christian School,8,P,0,87,Full Primary,State: Integrated,Timaru District,Canterbury Region,Christchurch,Rangitata,Te Tai Tonga
361,Timaru Girls' High School,6,N,408,408,Secondary (Year 9-15),State,Timaru District,Canterbury Region,Christchurch,Rangitata,Te Tai Tonga
2115,Timaru South School,2,F,0,220,Full Primary,State,Timaru District,Canterbury Region,Christchurch,Rangitata,Te Tai Tonga
4146,Timatanga Community School,6,N,0,20,Full Primary,State: Integrated,Auckland- Upper Harbour,Auckland Region,Auckland North,Helensville,Te Tai Tokerau
2705,Tiniroto School,3,H,0,14,Full Primary,State,Gisborne District,Gisborne Region,Napier,Napier,Ikaroa-Rawhiti
1114,Tinopai School,1,C,0,15,Full Primary,State,Kaipara District,Northland Region,Whangarei,Northland,Te Tai Tokerau
3041,Tinui School,5,M,0,53,Full Primary,State,Masterton District,Wellington Region,Wellington,Wairarapa,Ikaroa-Rawhiti
3561,Tinwald School,6,N,0,234,Contributing,State,Ashburton District,Canterbury Region,Christchurch,Rangitata,Te Tai Tonga
2031,Tirau Primary School,4,L,0,95,Contributing,State,South Waikato District,Waikato Region,Hamilton,Taupo,Te Tai Hauauru
1536,Tirimoana School,5,M,0,681,Contributing,State,Auckland- Henderson-Massey,Auckland Region,Auckland North,Te Atatu,Te Tai Tokerau
2467,Tiritea School,10,Z,0,147,Contributing,State,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Rangitikei,Te Tai Hauauru
2032,Tirohanga School,7,O,0,28,Full Primary,State,Taupo District,Waikato Region,Rotorua,Taupo,Te Tai Hauauru
2033,Tirohia School,3,H,0,59,Full Primary,State,Hauraki District,Waikato Region,Hamilton,Coromandel,Hauraki-Waikato
4029,Tisbury School,4,J,0,107,Contributing,State,Invercargill City,Southland Region,Invercargill,Invercargill,Te Tai Tonga
3043,Titahi Bay Intermediate,4,J,0,143,Intermediate,State,Porirua City,Wellington Region,Wellington,Mana,Te Tai Hauauru
3044,Titahi Bay North School,2,E,0,112,Full Primary,State,Porirua City,Wellington Region,Wellington,Mana,Te Tai Hauauru
3045,Titahi Bay School,4,L,0,420,Contributing,State,Porirua City,Wellington Region,Wellington,Mana,Te Tai Hauauru
1537,Titirangi School,10,Z,0,492,Contributing,State,Auckland- Waitakere Ranges,Auckland Region,Auckland North,Kelston,Tamaki Makaurau
463,TKK Motuhake o Tawhiuau,1,A,50,122,Composite (Year 1-15),State,Whakatane District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
1151,TKK o Te Puaha o Waikato,1,A,0,33,Full Primary,State,Waikato District,Waikato Region,Auckland South,Waikato,Hauraki-Waikato
1674,TKK o Te Wananga Whare Tapere o Takitimu,2,D,0,57,Full Primary,State,Hastings District,Hawkes Bay Region,Napier,Tukituki,Ikaroa-Rawhiti
1696,TKKM o Bernard Fergusson,2,D,0,138,Full Primary,State,Waikato District,Waikato Region,Hamilton,Waikato,Hauraki-Waikato
1773,TKKM o Harataunga,2,D,0,11,Full Primary,State,Thames-Coromandel District,Waikato Region,Hamilton,Coromandel,Hauraki-Waikato
279,TKKM o Hoani Waititi,3,H,53,160,Composite (Year 1-15),State,Auckland- Waitakere Ranges,Auckland Region,Auckland North,Kelston,Te Tai Tokerau
1748,TKKM o Huiarau,1,B,12,72,Composite (Year 1-15),State,Whakatane District,Bay of Plenty Region,Rotorua,East Coast,Waiariki
3103,TKKM o Hurungaterangi,1,C,0,77,Full Primary,State,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
4227,TKKM o Kaikohe,1,B,71,190,Composite (Year 1-15),State,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
3119,TKKM o Kawakawa mai Tawhiti,1,C,51,145,Composite (Year 1-15),State,Gisborne District,Gisborne Region,Napier,East Coast,Ikaroa-Rawhiti
4209,TKKM o Manawatu,5,M,0,121,Full Primary,State,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Palmerston North,Te Tai Hauauru
2600,TKKM o Mangatuna,1,A,0,46,Full Primary,State,Gisborne District,Gisborne Region,Napier,East Coast,Ikaroa-Rawhiti
4208,TKKM o Mangere,1,B,43,193,Composite (Year 1-15),State,Auckland- Mangere-Otahuhu,Auckland Region,Auckland South,Mangere,Tamaki Makaurau
4229,TKKM o Manurewa,1,B,0,65,Full Primary,State,Auckland- Manurewa,Auckland Region,Auckland South,Manurewa,Tamaki Makaurau
4207,TKKM o Nga Maungarongo,4,J,0,86,Full Primary,State,Auckland- Albert-Eden,Auckland Region,Auckland South,Mt Albert,Tamaki Makaurau
1143,TKKM o Nga Mokopuna,8,P,14,81,Composite (Year 1-15),State,Wellington City,Wellington Region,Wellington,Rongotai,Te Tai Tonga
1672,TKKM o Nga Uri A Maui,3,G,25,143,Composite (Year 1-15),State,Gisborne District,Gisborne Region,Napier,East Coast,Ikaroa-Rawhiti
600,TKKM o Ngaringaomatariki,2,E,0,22,Full Primary,State,Kaipara District,Northland Region,Whangarei,Northland,Te Tai Tokerau
2445,TKKM o Ngati Kahungunu Ki Heretaunga,1,C,48,118,Composite (Year 1-15),State,Hastings District,Hawkes Bay Region,Napier,Tukituki,Ikaroa-Rawhiti
1616,TKKM o Ngati Kahungunu o Te Wairoa,1,A,22,80,Composite (Year 1-15),State,Wairoa District,Hawkes Bay Region,Napier,Napier,Ikaroa-Rawhiti
1617,TKKM o Ngati Rangi,1,A,0,19,Full Primary,State,Ruapehu District,Manawatu-Wanganui Region,Whanganui,Rangitikei,Te Tai Hauauru
2383,TKKM o Ngati Ruanui,2,D,0,47,Full Primary,State,South Taranaki District,Taranaki Region,Whanganui,Whanganui,Te Tai Hauauru
4205,TKKM o Otara,1,B,0,73,Full Primary,State,Auckland- Otara-Papatoetoe,Auckland Region,Auckland South,Manukau East,Tamaki Makaurau
2351,TKKM o Otepoti,2,F,0,22,Full Primary,State,Dunedin City,Otago Region,Dunedin,Dunedin South,Te Tai Tonga
1873,TKKM o Otepou,3,H,0,80,Full Primary,State,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty,Waiariki
3114,TKKM o Pukemiro,1,B,23,120,Composite (Year 1-15),State,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
1141,TKKM o Rangiawhia,2,D,0,54,Full Primary,State,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
1929,TKKM o Rotoiti,2,E,0,43,Full Primary,State,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
1165,TKKM o Ruamata,3,H,73,155,Composite (Year 1-15),State,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
1142,TKKM o Takapau,3,H,0,26,Full Primary,State,Central Hawke's Bay District,Hawkes Bay Region,Napier,Wairarapa,Ikaroa-Rawhiti
4226,TKKM o Tamaki Nui A Rua,3,I,22,82,Composite (Year 1-15),State,Tararua District,Manawatu-Wanganui Region,Wellington,Wairarapa,Ikaroa-Rawhiti
4223,TKKM o Tamarongo,3,I,0,13,Full Primary,State,South Taranaki District,Taranaki Region,Whanganui,New Plymouth,Te Tai Hauauru
2659,TKKM o Tapere-Nui-A-Whatonga,1,A,0,28,Full Primary,State,Gisborne District,Gisborne Region,Napier,East Coast,Ikaroa-Rawhiti
2104,TKKM o Taumarere,2,D,11,96,Composite (Year 1-15),State,Far North District,Northland Region,Whangarei,Northland,Te Tai Tokerau
3107,TKKM o Te Ara Hou,1,C,46,213,Composite (Year 1-15),State,Napier City,Hawkes Bay Region,Napier,Napier,Ikaroa-Rawhiti
1718,TKKM o Te Ara Rima,2,E,0,98,Full Primary,State,Hamilton City,Waikato Region,Hamilton,Hamilton East,Hauraki-Waikato
1670,TKKM o Te Ara Whanui,3,I,22,173,Composite (Year 1-15),State,Lower Hutt City,Wellington Region,Wellington,Hutt South,Te Tai Tonga
4160,TKKM o Te Atihaunui-A-Paparangi,2,D,0,57,Full Primary,State,Wanganui District,Manawatu-Wanganui Region,Whanganui,Whanganui,Te Tai Hauauru
3100,TKKM o Te Hiringa,2,E,0,46,Full Primary,State,South Waikato District,Waikato Region,Hamilton,Taupo,Te Tai Hauauru
3104,TKKM o Te Kotuku,4,L,0,66,Full Primary,State,Auckland- Henderson-Massey,Auckland Region,Auckland North,Te Atatu,Te Tai Tokerau
1153,TKKM o Te Koutu,3,I,47,228,Composite (Year 1-15),State,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,Waiariki
